3/5/2025  10:29 AM
Units: N
Readings: Continuous
X-Axis: Travel
Travel Unit: mm
Reading	Load	Travel	Time
174	0.08	-18.740	8.700
175	0.08	-18.660	8.750
176	0.06	-18.580	8.801
177	0.06	-18.480	8.850
178	0.06	-18.400	8.900
179	0.06	-18.320	8.950
180	0.08	-18.220	9.000
181	0.08	-18.160	9.050
182	0.06	-18.080	9.100
183	0.04	-18.000	9.150
184	0.08	-17.900	9.200
185	0.08	-17.760	9.250
186	0.10	-17.740	9.300
187	0.10	-17.640	9.350
188	0.08	-17.560	9.400
189	0.08	-17.500	9.450
190	0.10	-17.380	9.500
191	0.12	-17.320	9.550
192	0.10	-17.240	9.601
193	0.08	-17.160	9.650
194	0.08	-17.040	9.700
195	0.10	-16.980	9.750
196	0.08	-16.900	9.800
197	0.08	-16.840	9.850
198	0.08	-16.760	9.900
199	0.12	-16.660	9.950
200	0.12	-16.580	10.000
201	0.10	-16.440	10.050
202	0.10	-16.400	10.100
203	0.10	-16.320	10.150
204	0.08	-16.240	10.200
205	0.08	-16.160	10.250
206	0.10	-16.020	10.300
207	0.10	-16.000	10.350
208	0.10	-15.920	10.400
209	0.10	-15.820	10.450
210	0.08	-15.740	10.500
211	0.10	-15.640	10.550
212	0.12	-15.560	10.600
213	0.14	-15.480	10.650
214	0.12	-15.400	10.700
215	0.10	-15.300	10.750
216	0.10	-15.220	10.800
217	0.10	-15.160	10.850
218	0.10	-15.080	10.901
219	0.12	-14.980	10.950
220	0.10	-14.900	11.000
221	0.12	-14.820	11.050
222	0.12	-14.740	11.100
223	0.12	-14.640	11.150
224	0.12	-14.560	11.200
225	0.10	-14.500	11.250
226	0.10	-14.420	11.300
227	0.10	-14.320	11.351
228	0.10	-14.240	11.400
229	0.08	-14.160	11.450
230	0.10	-14.060	11.500
231	0.14	-13.980	11.550
232	0.16	-13.900	11.600
233	0.14	-13.800	11.650
234	0.12	-13.740	11.700
235	0.12	-13.660	11.750
236	0.12	-13.580	11.800
237	0.12	-13.480	11.850
238	0.14	-13.400	11.900
239	0.14	-13.320	11.950
240	0.14	-13.240	12.000
241	0.12	-13.140	12.050
242	0.12	-13.080	12.100
243	0.10	-13.000	12.151
244	0.10	-12.920	12.200
245	0.10	-12.820	12.250
246	0.12	-12.740	12.300
247	0.14	-12.660	12.350
248	0.16	-12.580	12.400
249	0.14	-12.480	12.450
250	0.12	-12.420	12.500
251	0.14	-12.340	12.550
252	0.14	-12.240	12.600
253	0.14	-12.160	12.651
254	0.10	-12.000	12.708
255	0.10	-11.980	12.750
256	0.08	-11.900	12.800
257	0.12	-11.820	12.850
258	0.12	-11.720	12.900
259	0.16	-11.640	12.950
260	0.14	-11.440	13.050
261	0.14	-11.420	13.100
262	0.12	-11.320	13.150
263	0.12	-11.240	13.201
264	0.14	-11.160	13.250
265	0.14	-11.060	13.300
266	0.16	-10.980	13.351
267	0.16	-10.920	13.400
268	0.14	-10.760	13.500
269	0.14	-10.660	13.550
270	0.16	-10.480	13.651
271	0.16	-10.400	13.700
272	0.14	-10.280	13.750
273	0.14	-10.220	13.800
274	0.12	-10.140	13.850
275	0.14	-10.080	13.900
276	0.14	-10.000	13.950
277	0.16	-9.900	14.000
278	0.18	-9.740	14.058
279	0.18	-9.720	14.100
280	0.18	-9.640	14.150
281	0.16	-9.560	14.200
282	0.14	-9.480	14.250
283	0.14	-9.380	14.300
284	0.14	-9.320	14.350
285	0.14	-9.240	14.400
286	0.14	-9.160	14.450
287	0.18	-9.000	14.508
288	0.18	-8.980	14.550
289	0.18	-8.900	14.600
290	0.18	-8.820	14.650
291	0.16	-8.760	14.700
292	0.18	-8.660	14.750
293	0.14	-8.520	14.800
294	0.14	-8.500	14.850
295	0.18	-8.400	14.900
296	0.18	-8.320	14.950
297	0.16	-8.240	15.000
298	0.18	-8.160	15.050
299	0.16	-8.060	15.100
300	0.14	-8.000	15.151
301	0.16	-7.920	15.200
302	0.18	-7.820	15.250
303	0.20	-7.740	15.300
304	0.18	-7.640	15.350
305	0.16	-7.560	15.400
306	0.16	-7.480	15.450
307	0.16	-7.400	15.500
308	0.18	-7.260	15.554
309	0.18	-7.220	15.600
310	0.18	-7.160	15.650
311	0.20	-7.080	15.700
312	0.18	-7.000	15.750
313	0.16	-6.900	15.800
314	0.16	-6.820	15.850
315	0.18	-6.740	15.900
316	0.18	-6.640	15.950
317	0.16	-6.520	16.001
318	0.18	-6.500	16.050
319	0.18	-6.420	16.100
320	0.20	-6.340	16.150
321	0.24	-6.240	16.200
322	0.24	-6.160	16.250
323	0.22	-6.060	16.300
324	0.20	-5.980	16.350
325	0.18	-5.900	16.400
326	0.16	-5.760	16.450
327	0.16	-5.740	16.500
328	0.20	-5.660	16.550
329	0.20	-5.580	16.600
330	0.18	-5.480	16.650
331	0.16	-5.400	16.700
332	0.22	-5.240	16.751
333	0.22	-5.240	16.800
334	0.26	-5.140	16.850
335	0.24	-5.060	16.900
336	0.22	-5.000	16.950
337	0.22	-4.920	17.000
338	0.20	-4.820	17.050
339	0.22	-4.680	17.100
340	0.22	-4.660	17.150
341	0.20	-4.580	17.200
342	0.18	-4.480	17.250
343	0.22	-4.400	17.300
344	0.20	-4.340	17.350
345	0.22	-4.240	17.400
346	0.24	-4.160	17.450
347	0.22	-4.080	17.500
348	0.22	-3.980	17.550
349	0.22	-3.900	17.600
350	0.24	-3.820	17.650
351	0.24	-3.740	17.700
352	0.22	-3.640	17.750
353	0.22	-3.520	17.800
354	0.26	-3.500	17.850
355	0.26	-3.400	17.900
356	0.24	-3.320	17.951
357	0.22	-3.240	18.000
358	0.20	-3.160	18.051
359	0.24	-3.060	18.100
360	0.28	-2.980	18.150
361	0.28	-2.920	18.200
362	0.26	-2.840	18.250
363	0.24	-2.760	18.301
364	0.26	-2.660	18.350
365	0.28	-2.580	18.400
366	0.28	-2.480	18.451
367	0.26	-2.400	18.500
368	0.24	-2.280	18.550
369	0.22	-2.220	18.600
370	0.20	-2.140	18.650
371	0.22	-2.080	18.700
372	0.26	-2.000	18.750
373	0.26	-1.860	18.800
374	0.26	-1.820	18.850
375	0.30	-1.740	18.900
376	0.28	-1.640	18.950
377	0.26	-1.560	19.000
378	0.24	-1.480	19.050
379	0.24	-1.380	19.100
380	0.24	-1.320	19.151
381	0.30	-1.240	19.200
382	0.28	-1.160	19.250
383	0.28	-1.080	19.300
384	0.26	-0.980	19.350
385	0.24	-0.900	19.400
386	0.22	-0.820	19.450
387	0.26	-0.760	19.500
388	0.30	-0.660	19.550
389	0.30	-0.580	19.600
390	0.30	-0.500	19.650
391	0.28	-0.400	19.700
392	0.26	-0.260	19.750
393	0.24	-0.240	19.800
394	0.26	-0.160	19.850
395	0.28	-0.060	19.900
396	0.28	0.000	19.950
